NomeCliente;EnderecoCompleto;ValorFatura;NumeroPaginas
Cliente Ficticio 490;R JOAQUIM GONCALVES DA SILVA,   285, BL 13, APT 301 31535055  BELO HORIZONTE MG ;32337;4;
Cliente Ficticio 491;AV SEN VERGUEIRO,  2947 09601000  SAO BERNARDO DO CAMPO SP ;4545;4;
Cliente Ficticio 493;R DR CARVALHO DE MENDONCA,   428 11070102  SANTOS SP ;17522;4;
Cliente Ficticio 494;AV 21,  2152 13503440  RIO CLARO SP ;26525;4;
Cliente Ficticio 495;R VC 21, QD 34, LT 07 74493390  GOIANIA GO ;16460;4;
Cliente Ficticio 496;AV ELISEU DE ALMEIDA,  2046, BL B/MANACAS, APT 13 05533000  SAO PAULO SP ;1935;4;
Cliente Ficticio 497;R PORTUGUESA,   465, APT 107 90650120  PORTO ALEGRE RS ;13770;4;
Cliente Ficticio 498;R PRFA CECY CORDEIRO THOFEHRN,   165, APT 302 91130280  PORTO ALEGRE RS ;22170;4;
Cliente Ficticio 499;R JEAN DE BRIENNE,    99 05816170  SAO PAULO SP ;3140;4;
Cliente Ficticio 526;R DR JOAQUIM RODRIGUES DE SIQUEIRA,  1453 13575003  SAO CARLOS SP ;2901;4;
Cliente Ficticio 527;R DR CASTRO E COSTA,   169 69067140  MANAUS AM ;37198;4;
Cliente Ficticio 529;R ROSEMARY SADDI,    71, BL 26, APT 312 26582230  MESQUITA RJ ;27413;4;
Cliente Ficticio 530;R JOAO GERBELLI,412 09820380  SAO BERNARDO DO CAMPO SP ;17938;4;
Cliente Ficticio 531;R ITALIA,   541 13471550  AMERICANA SP ;11875;-20;
Cliente Ficticio 532;R VIRGINIO CAMPELLO,19,A 50720390  RECIFE PE ;38008;-18;
Cliente Ficticio 533;R PE AGOSTINHO MENDICUTE,    51, BL ALTA, APT 74 01257090  SAO PAULO SP ;15825;-18;
Cliente Ficticio 534;R CRAVOLANDIA,18,CASA 2, ESCOLA MERALINA DE CASTRO 23575061  RIO DE JANEIRO RJ ;2831;-16;
Cliente Ficticio 535;R CRAVORANA,   160 08061220  SAO PAULO SP ;14231;-16;
Cliente Ficticio 536;R JOAO PIMENTEL DE TAVORA,   252, CASA 01 03261020  SAO PAULO SP ;20547;-14;
Cliente Ficticio 537;R ERNESTO ROSA DA FONSECA,   444, CS 2 06767020  TABOAO DA SERRA SP ;30757;-14;
Cliente Ficticio 538;R AZUIL LOUREIRO,  1416 11430111  GUARUJA SP ;9211;-12;
Cliente Ficticio 539;R DEZ DE MAIO,   101, CASA 2 02615100  SAO PAULO SP ;16775;-12;
Cliente Ficticio 540;R GONZAGA,    32, APT 32 11701760  PRAIA GRANDE SP ;6447;-10;
Cliente Ficticio 541;R FERNAO DIAS PAIS,    86 82950310  CURITIBA PR ;2056;-10;
Cliente Ficticio 542;R CEL BORDINI,  1153, APT 1101 90440001  PORTO ALEGRE RS ;16212;-8;
Cliente Ficticio 543;R HELIODORA,   118 02022050  SAO PAULO SP ;42854;-8;
Cliente Ficticio 544;R DR ALMEIDA ABBADE,    31 03730050  SAO PAULO SP ;13236;-6;
Cliente Ficticio 545;QNN, QD 26, CJ C, CASA 54 72220263  BRASILIA DF ;25956;-6;
Cliente Ficticio 546;R DOIS DE SETEMBRO,   202, APT 1005 89052000  BLUMENAU SC ;18354;-4;
Cliente Ficticio 547;R ENG GODOFREDO DOS SANTOS,    24, BL 07, APT 102 30494220  BELO HORIZONTE MG ;16970;-4;
Cliente Ficticio 548;R HENQUEL TAVARES,    38 07155361  GUARULHOS SP ;8648;-2;
Cliente Ficticio 549;R MANUEL JACINTO,841 05624001  SAO PAULO SP ;20055;-2;
Cliente Ficticio 551;R CAETANO ZANELLA,    40 09721200  SAO BERNARDO DO CAMPO SP ;9686;0;
Cliente Ficticio 552;AE, QD 04, LT E/F, BL B, APT 2105 71070654  BRASILIA DF ;47936;2;
Cliente Ficticio 553;AV EPHIGENIO SALLES,2222,BL ROSSI   APT 701 69060020  MANAUS AM ;51819;2;
Cliente Ficticio 554;R PRFA ANALIA ALVES TEIXEIRA,  2231 14407065  FRANCA SP ;11996;4;
Cliente Ficticio 555;R EDU CHAVES,   295 18081050  SOROCABA SP ;15834;4;
Cliente Ficticio 556;R PRF LEONIDIO ALLEGRETI,   757, ALA C7, BL A, APT 11 08215250  SAO PAULO SP ;6335;6;
Cliente Ficticio 557;R LISBOA,   357, LJ SOBRELOJA 05413000  SAO PAULO SP ;4545;6;
Cliente Ficticio 569;R REV ALFREDO SIMON,   674 96065773  PELOTAS RS ;48983;4;
Cliente Ficticio 570;R PREF JOAO BATISTA STOCO,  1609, BL 1, APT 301 83407000  COLOMBO PR ;19045;4;
Cliente Ficticio 571;R ANNA SANCHES PERES,   300, CASA 3 06260050  OSASCO SP ;16123;4;
Cliente Ficticio 572;R PEREIRA NUNES,114,BL A AP 1203 A 20511120  RIO DE JANEIRO RJ ;40079;4;
Cliente Ficticio 573;SHIN, QD QI03, CJ 02, CASA 07 71505220  BRASILIA DF ;27500;4;
Cliente Ficticio 574;R SILVIA,95,BL 1 AP 24 01331010  SAO PAULO SP ;19078;4;
Cliente Ficticio 575;AV ELISIO GALDINO SOBRINHO,   134 12236740  SAO JOSE DOS CAMPOS SP ;11071;4;
Cliente Ficticio 576;R ESPIRITO SANTO,  1651 14401226  FRANCA SP ;16063;4;
Cliente Ficticio 577;R RICARDO RECKELBERG,    27 89051120  BLUMENAU SC ;16390;4;
Cliente Ficticio 578;EST MORICABA,   595, CASA 1 23012006  RIO DE JANEIRO RJ ;13063;4;
Cliente Ficticio 579;R KUMASI (N CIDADE),   105 69097311  MANAUS AM ;15557;4;
Cliente Ficticio 580;R HEITOR CAMPOS ROSA,   120 14056834  RIBEIRAO PRETO SP ;13158;4;
Cliente Ficticio 581;R PIAUI,   584 14055040  RIBEIRAO PRETO SP ;21688;4;
Cliente Ficticio 582;R SALVADOR CORREIA DE SA,   327 60833183  FORTALEZA CE ;21299;4;
Cliente Ficticio 583;R PAULO VI,   245 08820340  MOGI DAS CRUZES SP ;2628;4;
Cliente Ficticio 593;R DOMINGOS DE GOES,    94, BL E, APT 53 05767340  SAO PAULO SP ;6684;4;
Cliente Ficticio 594;R DO IMPERADOR,   544 02074000  SAO PAULO SP ;11982;4;
Cliente Ficticio 595;TV JACAUNA,     3, CASA 01 03821250  SAO PAULO SP ;16540;4;
Cliente Ficticio 596;R WALDOMIRO GONZAGA DA SILVA,    45, FT 13044280  CAMPINAS SP ;21319;4;
Cliente Ficticio 597;R EVERALDO JOSE BITTENCOURT,   155, CASA FD 95059340  CAXIAS DO SUL RS ;30614;4;
Cliente Ficticio 598;R FILIPPO JUVARA,   457, / C 03579170  SAO PAULO SP ;4755;4;
Cliente Ficticio 599;R CARLOS REVERBEL,   200, TOR A (FIGUEIRA), APT 808 91450159  PORTO ALEGRE RS ;19561;4;
Cliente Ficticio 601;R BOM JESUS DE PIRAPORA,   763, CASA 13207270  JUNDIAI SP ;13794;4;
Cliente Ficticio 602;R ABIGAIL PIMENTEL TAVARES,     9, CASA A 30870420  BELO HORIZONTE MG ;17060;4;
Cliente Ficticio 603;R QUINZE DE NOVEMBRO,    17 11310400  SAO VICENTE SP ;18102;4;
Cliente Ficticio 604;R MTE BELVEDERE,   941 11330580  SAO VICENTE SP ;9663;4;
Cliente Ficticio 605;R EUSTAQUIO ORMAZABAL,  2078, APT 101 97501828  URUGUAIANA RS ;22358;4;
Cliente Ficticio 606;R DOS PINHEIROS,   258, APT 11 05422000  SAO PAULO SP ;9450;4;
Cliente Ficticio 607;R MURILLO CASSINELLI PORTO,   171, CJ RESIDENCIAL PARATY 13563805  SAO CARLOS SP ;8392;4;
Cliente Ficticio 608;R ANGRA DOS REIS,   346, APT 303 30431305  BELO HORIZONTE MG ;21408;4;
Cliente Ficticio 609;R JULIO DE CASTILHOS,   512 92120030  CANOAS RS ;40595;4;
Cliente Ficticio 610;R MARANEY,   212, CASA 1 04679130  SAO PAULO SP ;12061;4;
Cliente Ficticio 611;R ARNO NADEL,    58, CASA 2 08255160  SAO PAULO SP ;19488;4;
Cliente Ficticio 612;SRV ABELARDO MANOEL DOS SANTOS,   120 88058323  FLORIANOPOLIS SC ;30826;4;
Cliente Ficticio 613;R SRG AGOSTINHO FERREIRA,   509, FD 02129001  SAO PAULO SP ;2980;4;
Cliente Ficticio 614;R VALE MACHADO,  1726, APT 203 97010530  SANTA MARIA RS ;19651;4;
Cliente Ficticio 615;R CAMPOS SALES,    65, ED SOL NASCENTE, APT 203 88803080  CRICIUMA SC ;3461;4;
Cliente Ficticio 616;PC UM MIL NOVECENTOS E QUARENTA E SEIS,  50, BL 03, APT 306 31970754  BELO HORIZONTE MG ;19840;4;
Cliente Ficticio 617;R GUARATINGUETA,   320 13454036  SANTA BARBARA D OESTE SP ;17976;4;
Cliente Ficticio 618;R PALMEIRA DAS BERMUDAS,    18, CASA A 08161160  SAO PAULO SP ;23939;4;
Cliente Ficticio 619;R ENG FRANCISCO DE GODOI,    83 04724010  SAO PAULO SP ;18390;4;
Cliente Ficticio 620;R EURICO SODRE,  1123, FD 02215010  SAO PAULO SP ;17019;4;
Cliente Ficticio 621;R SEN VERGUEIRO,   418, CASA 2 04739060  SAO PAULO SP ;47937;4;
Cliente Ficticio 622;R ORLANDO MAGALHAES MAIA,  1520, APT 1002 49025530  ARACAJU SE ;21521;4;
Cliente Ficticio 623;R CAMINHO DO PILAR,   401, BL PALAIS, APT 121 09190000  SANTO ANDRE SP ;15074;4;
Cliente Ficticio 624;R MARANHAO,   334 60440845  FORTALEZA CE ;7428;4;
Cliente Ficticio 625;R LUCIO CARDOSO,78 03192020  SAO PAULO SP ;20814;4;
Cliente Ficticio 626;R DR RENATO PAES DE BARROS,750,CONJUNTO 71 04530001  SAO PAULO SP ;30576;4;
Cliente Ficticio 627;R PROMISSAO,   130, FD 12233670  SAO JOSE DOS CAMPOS SP ;17931;4;
Cliente Ficticio 628;R MONTE ALVERNE,    61 24110105  NITEROI RJ ;19950;4;
Cliente Ficticio 629;R CATALUNHA,   286 31360110  BELO HORIZONTE MG ;19222;4;
Cliente Ficticio 630;R GREGORIO ALLEGRI,   295, BL 1, APT 23 05842070  SAO PAULO SP ;8422;4;
Cliente Ficticio 631;R BENJAMIN CAPUSSO,   605, CASA 3 08031760  SAO PAULO SP ;21517;4;
Cliente Ficticio 632;R HENRIQUE SALES,   230, APT 303 30380280  BELO HORIZONTE MG ;32046;4;
Cliente Ficticio 633;R CEZARE SOLANO,    52 14164170  SERTAOZINHO SP ;34232;4;
Cliente Ficticio 634;R IUNA,   127 89219260  JOINVILLE SC ;6655;4;
Cliente Ficticio 635;R SORVEIRA,   226, CASA 3 09931330  DIADEMA SP ;17633;4;
Cliente Ficticio 637;SQS,202,QD 311 BL K     A 70364110  BRASILIA DF ;30767;4;
Cliente Ficticio 638;R PE ANCHIETA,  1691, SALA 1010 80730000  CURITIBA PR ;1119;4;
Cliente Ficticio 639;R CRISTOVAO BONINI,1201,FD 13100414  CAMPINAS SP ;14479;4;
Cliente Ficticio 640;R DELFIM MOREIRA,   140 86062610  LONDRINA PR ;14311;4;
Cliente Ficticio 641;R GUACARIS,   191 08040230  SAO PAULO SP ;512;4;
Cliente Ficticio 642;R SIRIA,    48, CASA 102 21221230  RIO DE JANEIRO RJ ;12392;4;
Cliente Ficticio 643;R JANUARIO MIRAGLIA,    60 04507020  SAO PAULO SP ;31650;4;
Cliente Ficticio 644;R VICTORIO VIEZZER,   471, SOBRADO 12 80810340  CURITIBA PR ;28715;4;
Cliente Ficticio 645;AV BRG FARIA LIMA,  1451, BL BARCELONA, APT 55, AND 5 07130000  GUARULHOS SP ;16416;4;
Cliente Ficticio 646;R BARCELOS,2420 69065190  MANAUS AM ;22833;4;
Cliente Ficticio 647;AV CAMPECHE,1665,FT FRENTE 88063300  FLORIANOPOLIS SC ;26457;4;
Cliente Ficticio 648;R ALBERICO FLORES BUENO,  1160, CASA 03 82840170  CURITIBA PR ;10051;4;
Cliente Ficticio 649;Q, QD 02, CJ B-01, BL A, APT 306 73015227  BRASILIA DF ;9645;4;
Cliente Ficticio 650;R JOAO RAMALHO,   561 05008001  SAO PAULO SP ;19490;4;
Cliente Ficticio 651;R S RAFAEL,    37, CASA 02 09061810  SANTO ANDRE SP ;1394;4;
Cliente Ficticio 652;QNL, QD 12, BL F, CASA 09, FD 72156216  BRASILIA DF ;22643;4;
Cliente Ficticio 653;R BELO HORIZONTE,    29, CASA 1 53040110  OLINDA PE ;24549;4;
Cliente Ficticio 654;R MIN VIRIATO VARGAS,   190, APT 103 20531050  RIO DE JANEIRO RJ ;17493;4;
Cliente Ficticio 655;R NELSON KARATANASOV,   132 12234860  SAO JOSE DOS CAMPOS SP ;23138;4;
Cliente Ficticio 656;R ANTONIO PALMIERI,   507 02210000  SAO PAULO SP ;15429;4;
Cliente Ficticio 657;R VENEZA,  1039, LE A, CS 1 06516055  SANTANA DE PARNAIBA SP ;34847;4;
Cliente Ficticio 658;AL PRES ROOSEVELT,281 26022580  NOVA IGUACU RJ ;13961;4;
Cliente Ficticio 659;AV ABILIO AUGUSTO TAVORA,12 26255155  NOVA IGUACU RJ ;14271;4;
Cliente Ficticio 660;R CNSO JOAO ZANETTE,   100 88801050  CRICIUMA SC ;17969;4;
Cliente Ficticio 661;R ALAGOAS,    79 13800521  MOGI MIRIM SP ;18621;4;
Cliente Ficticio 662;R GECIO ALVES DE OLIVEIRA,   550 95095130  CAXIAS DO SUL RS ;15945;4;
Cliente Ficticio 663;R PAULINO VITAL DE MORAIS,   659 05855000  SAO PAULO SP ;2989;4;
Cliente Ficticio 664;AL ITALO MELO,16 67133005  ANANINDEUA PA ;15106;4;
Cliente Ficticio 665;R LOWNDES,   238 11015080  SANTOS SP ;12275;4;
Cliente Ficticio 666;R DES FRANCISCO FERREIRA,733 08790320  MOGI DAS CRUZES SP ;28251;4;
Cliente Ficticio 667;R DR SEBASTIAO MESQUITA,   120, CASA D 30575750  BELO HORIZONTE MG ;57131;4;
Cliente Ficticio 668;R DES MOTTA,  2290, APT 1404 80420190  CURITIBA PR ;32978;4;
Cliente Ficticio 669;R FLOR DE LIZ,     6, CASA 2 09841190  SAO BERNARDO DO CAMPO SP ;30102;4;
Cliente Ficticio 670;R LANDULFO ALVES,91,AP 101 FR 23075045  RIO DE JANEIRO RJ ;8922;4;
Cliente Ficticio 671;AV VICTOR CIVITA,   235, RUA C, CASA 59 06544072  SANTANA DE PARNAIBA SP ;38303;4;
Cliente Ficticio 673;R SILVINO DE GODOY,   251, FD 02942030  SAO PAULO SP ;24091;4;
Cliente Ficticio 674;R DO MIRANTE,   576, FD 13801100  MOGI MIRIM SP ;10267;4;
Cliente Ficticio 675;R 823, QD 939, LT 02, CASA 01 74633240  GOIANIA GO ;20856;4;
Cliente Ficticio 676;R MILTON JOSE ROBUSTI,   106, APT 53 14021613  RIBEIRAO PRETO SP ;18839;4;
Cliente Ficticio 677;R BIAS PEIXOTO,   103, APT 302 88085480  FLORIANOPOLIS SC ;33641;4;
Cliente Ficticio 678;R TREZENTOS E UM,     8, AC FT 78088335  CUIABA MT ;9246;4;
Cliente Ficticio 679;R PINHOTIBA,3,CS 3 03935070  SAO PAULO SP ;10181;4;
Cliente Ficticio 680;R PAULO VI,  1256, FD 08820340  MOGI DAS CRUZES SP ;24131;4;
Cliente Ficticio 681;R CEZAR SIMOES,  2820, CASA 13 14404071  FRANCA SP ;7572;4;
Cliente Ficticio 682;R CNSO MOREIRA DE BARROS,  3553 02430002  SAO PAULO SP ;20870;4;
Cliente Ficticio 683;R TELAVIVE (CJ C ELISIOS),    16,   QD11 69045190  MANAUS AM ;26191;4;
Cliente Ficticio 684;R CARLOS DE CAMPOS,   371 12307430  JACAREI SP ;12723;4;
Cliente Ficticio 685;AV BASTIAN,   571, APT 34 90130021  PORTO ALEGRE RS ;20745;4;
Cliente Ficticio 686;R ANTONIO DORIGAN,  1235 14407480  FRANCA SP ;4181;4;
Cliente Ficticio 687;R RIO GUAPORE,30,QD 20 78065570  CUIABA MT ;11175;4;
Cliente Ficticio 688;R FR CANECA,   811, CASA C 96045570  PELOTAS RS ;19922;4;
Cliente Ficticio 689;R ALEXANDRE DUMAS,  1410, APT 201 04717003  SAO PAULO SP ;31694;4;
Cliente Ficticio 690;R LASAR SEGAL,   485, CASA A 31842380  BELO HORIZONTE MG ;24498;4;
Cliente Ficticio 691;R PAULICEIA,    77 09230340  SANTO ANDRE SP ;11521;4;
Cliente Ficticio 692;R PORFIRIO DIAS NEGRAO,    88 05848140  SAO PAULO SP ;29107;4;
Cliente Ficticio 693;AV IGUACU,  3053, APT 1202 80240031  CURITIBA PR ;23978;4;
Cliente Ficticio 694;R MANOEL DE OLIVEIRA RAMOS,147,ED AUGUSTO DESHAMPS,APT 503 88075121  FLORIANOPOLIS SC ;19779;4;
Cliente Ficticio 695;R TIBURNO,   774, CASA 4 05223100  SAO PAULO SP ;36297;4;
Cliente Ficticio 696;R DR WALDOMIRO FERNANDES FERREIRA,    34 13311560  ITU SP ;12005;4;
Cliente Ficticio 697;AV WASHINGTON LUIS,229 11050201  SANTOS SP ;41637;4;
Cliente Ficticio 698;R PAULO OROZIMBO,   536, BL B - PINTA, APT 72 01535000  SAO PAULO SP ;24961;4;
Cliente Ficticio 699;R DOS GUAJAJARAS,   365, APT 1201 30180100  BELO HORIZONTE MG ;27569;4;
Cliente Ficticio 700;R ROGERIO GIORGI,552,FDS. 03431000  SAO PAULO SP ;9843;4;
Cliente Ficticio 701;AV DA BLANDINA IGNEZ JULIO,   741, BL A - ABEGOARA, APT 107 06050120  OSASCO SP ;4987;4;
Cliente Ficticio 702;R CAMPO DA VINHA,   434, CASA 03 03572090  SAO PAULO SP ;17401;4;
Cliente Ficticio 703;R NAGIB TANUS GASTIN,   254, FD 04173170  SAO PAULO SP ;17630;4;
Cliente Ficticio 704;R RENATO DE RANIERI,    74 04243130  SAO PAULO SP ;15040;4;
Cliente Ficticio 705;R JOANA D'ARC,   144 06283140  OSASCO SP ;15972;4;
Cliente Ficticio 706;R TEREZINA,205,CASA 02 12235610  SAO JOSE DOS CAMPOS SP ;15538;4;
Cliente Ficticio 707;R JAGUAR,    10 08030460  SAO PAULO SP ;17444;4;
Cliente Ficticio 709;R SD JOSE LEITE DA SILVA,   129 02190030  SAO PAULO SP ;16827;4;
Cliente Ficticio 710;R ALEIXO VANZUITA,   127, BL 1, APT 305 89032248  BLUMENAU SC ;14249;4;
Cliente Ficticio 711;AV DR LUIS ROCHA MIRANDA,316,SALAO 04344010  SAO PAULO SP ;13862;4;
Cliente Ficticio 712;R EXACTA,   374 06700218  COTIA SP ;10841;4;
Cliente Ficticio 713;R JACQUES FELIX,    35 04509000  SAO PAULO SP ;22799;4;
Cliente Ficticio 714;AV LEME,   291, BL 2, APT 11 13604186  ARARAS SP ;18831;4;
Cliente Ficticio 715;R RIACHUELO,    87, APT 315 20230010  RIO DE JANEIRO RJ ;6045;4;
Cliente Ficticio 716;R ANTONIO GERMINALI,    23 09320700  MAUA SP ;14906;4;
Cliente Ficticio 717;AV GETULIO VARGAS,   291, AX 01 30112020  BELO HORIZONTE MG ;159127;4;
Cliente Ficticio 718;R TOCANTINS,    83, BL RITA LUIZA, APT 82 11055341  SANTOS SP ;28697;4;
Cliente Ficticio 719;AV N SRA DE FATIMA, QD 12, - 16, BL ILHAS GREGAS, APT 301 17017337  BAURU SP ;25660;4;
Cliente Ficticio 720;AV MARIANA UBALDINA DO ESPIRITO SANTO,238,APT 77, AND:7 07197000  GUARULHOS SP ;15637;4;
Cliente Ficticio 721;R PRF WALTER WEY,74,CASA1 03257150  SAO PAULO SP ;26508;4;
Cliente Ficticio 722;R RAFAEL ALVES,   138, CASA 2 02967050  SAO PAULO SP ;25329;4;
Cliente Ficticio 723;R LOS ANGELES,    59 06820490  EMBU DAS ARTES SP ;21112;4;
Cliente Ficticio 724;R CAMPEIRO MOR,260,CS 40 23555041  RIO DE JANEIRO RJ ;14035;4;
Cliente Ficticio 725;R PINHALZINHO,   389, CASA 1 03404060  SAO PAULO SP ;20934;4;
Cliente Ficticio 726;QNO 5, CJ F, LT 25 72251006  BRASILIA DF ;21272;4;
Cliente Ficticio 727;R ALFEU GUILHEMATTI,   160, CASA 5 08737330  MOGI DAS CRUZES SP ;16967;4;
Cliente Ficticio 728;R RUI BARBOSA,   753, APT 72 11700170  PRAIA GRANDE SP ;12875;4;
Cliente Ficticio 729;R MANOEL EUFRASIO,   403, APT 132 80030440  CURITIBA PR ;12755;4;
Cliente Ficticio 730;R FLAMINIO LEVY,   191, BL 4, APT 56 11085080  SANTOS SP ;455;4;
Cliente Ficticio 731;AV RIO BRANCO,   278 49010030  ARACAJU SE ;15442;4;
Cliente Ficticio 732;AV CAPIM BRANCO,   528, CASA C 30518020  BELO HORIZONTE MG ;18445;4;
Cliente Ficticio 733;R MAMANGUAPE,   161, FD 09290570  SANTO ANDRE SP ;4543;4;
Cliente Ficticio 735;R GERMANO FISCHER,    68, APT 301 89216294  JOINVILLE SC ;30429;4;
Cliente Ficticio 736;AV PRF FAUSTO MOREIRA,   150, BL 1, APT 1607 22793340  RIO DE JANEIRO RJ ;38797;4;
Cliente Ficticio 737;R FRUCTUOSO VIANA,355,CASA 21 02378130  SAO PAULO SP ;12698;4;
Cliente Ficticio 738;R CEL JOAO CURSINO,   130, APT 93 12243680  SAO JOSE DOS CAMPOS SP ;19543;4;
Cliente Ficticio 739;R PIRANGUCU,    30 30882090  BELO HORIZONTE MG ;35870;4;
Cliente Ficticio 740;R URUGUAI,   905, APT FUNDOS 99010110  PASSO FUNDO RS ;4874;4;
Cliente Ficticio 741;R JARDELINA DE ALMEIDA LOPES,  1053, BL F, APT 53 08730805  MOGI DAS CRUZES SP ;10975;4;
Cliente Ficticio 742;R MANOEL FRANCISCO MELLO,   642, FD 14406665  FRANCA SP ;18333;4;
Cliente Ficticio 743;R HELEN KELLER,    14, CASA FDS 04126120  SAO PAULO SP ;25366;4;
Cliente Ficticio 745;R ENG ADEL,80 20260210  RIO DE JANEIRO RJ ;17392;4;
Cliente Ficticio 746;R LAZARO JOSE GONCALVES,281 03227060  SAO PAULO SP ;24825;4;
Cliente Ficticio 747;R CARLOS GOMES,    24, ED AZUL II, BL 02, APT 13 11365230  SAO VICENTE SP ;23531;4;
Cliente Ficticio 748;R CAPIVARI,   144 07143430  GUARULHOS SP ;21206;4;
Cliente Ficticio 749;R VISTA ALEGRE,    18, APT 202 30270180  BELO HORIZONTE MG ;21611;4;
Cliente Ficticio 750;R NEY DA GAMA AHRENDS,   565, BL E, APT 319 91450345  PORTO ALEGRE RS ;32183;4;
Cliente Ficticio 751;R JOAO RODRIGUES LEITE,163 05176080  SAO PAULO SP ;12242;4;
Cliente Ficticio 752;R AIMBIRE,   131 12240171  SAO JOSE DOS CAMPOS SP ;398;4;
Cliente Ficticio 753;R BR DE JACEGUAI,  1154, APT 12 04606003  SAO PAULO SP ;24230;4;
Cliente Ficticio 754;R DUDU,    80, CASA 14 08210150  SAO PAULO SP ;10405;4;
Cliente Ficticio 755;ROD JOAO GUALBERTO SOARES, 17352, CASA 02 88061500  FLORIANOPOLIS SC ;23178;4;
Cliente Ficticio 756;AV DR ASSIS RIBEIRO,1102,A 03717001  SAO PAULO SP ;1990;4;
Cliente Ficticio 757;AV MAL FONTENELE,755,CS 432 RUA G 21740001  RIO DE JANEIRO RJ ;52538;4;
Cliente Ficticio 758;R BERNARDINO DE CAMPOS QUADRA,735 17050040  BAURU SP ;5573;4;
Cliente Ficticio 759;R PIRACAIA,    97 09570110  SAO CAETANO DO SUL SP ;20097;4;
Cliente Ficticio 760;R GENESIO DE OLIVEIRA,    67 06340320  CARAPICUIBA SP ;18834;4;
Cliente Ficticio 761;R FLAMINIO FAVERO,   188 09780530  SAO BERNARDO DO CAMPO SP ;9904;4;
Cliente Ficticio 762;R MONTE GOLLAN,   333, CASA C10 08726045  MOGI DAS CRUZES SP ;28601;4;
Cliente Ficticio 763;R MTO FRANCISCO BRAGA,   124, APT 203 22041070  RIO DE JANEIRO RJ ;19634;4;
Cliente Ficticio 764;R GANSOS,    18 03411010  SAO PAULO SP ;4645;4;
Cliente Ficticio 765;R ALEXANDRE CICCARELLI,   895 03966000  SAO PAULO SP ;10906;4;
Cliente Ficticio 766;R ALEXANDRE HUMBERTO MOLETTA,83 13274340  VALINHOS SP ;18710;4;
Cliente Ficticio 767;R JOAO AMADO COUTINHO,    32, BL B, APT 31 02815000  SAO PAULO SP ;15892;4;
Cliente Ficticio 768;R S MATHEUS,   511 42700000  LAURO DE FREITAS BA ;39788;4;
Cliente Ficticio 769;QE, QD 28, CJ M, CASA 37 71060132  BRASILIA DF ;28168;4;
Cliente Ficticio 771;TV CAMBARATIBA,     8 05202010  SAO PAULO SP ;20677;4;
Cliente Ficticio 772;R ALCESTE,   238 79013140  CAMPO GRANDE MS ;19315;4;
Cliente Ficticio 773;R QUETZAL,   608, CASA 2 86705560  ARAPONGAS PR ;16923;4;
Cliente Ficticio 774;R JOAQUIM CAMPOLINA DINIZ,    20 31540740  BELO HORIZONTE MG ;35980;4;
Cliente Ficticio 775;R HELENITA APARECIDA BASSAN DE SA,   473 13082754  CAMPINAS SP ;20147;4;
Cliente Ficticio 776;NORTE, RUA 09, LT 02, BL B, APT 1208 71908540  BRASILIA DF ;36306;4;
Cliente Ficticio 777;R NATAL,   484 09195310  SANTO ANDRE SP ;23579;4;
Cliente Ficticio 778;R CLARO DA SILVA DUTRA,   281 13348633  INDAIATUBA SP ;9754;4;
Cliente Ficticio 779;R KALIL NADER HABR,   828 04154030  SAO PAULO SP ;18573;4;
Cliente Ficticio 781;PC UNIVERSO,    96, BL 1, APT 54 03362020  SAO PAULO SP ;12979;4;
Cliente Ficticio 782;AV STA MARINA,  1543 05036001  SAO PAULO SP ;12570;4;
Cliente Ficticio 783;AV PASCHOAL ARDITO,   735, BL I, APT 103 13472130  AMERICANA SP ;10769;4;
Cliente Ficticio 784;R ANGELO MARTON,   501, FD 13470260  AMERICANA SP ;6250;4;
Cliente Ficticio 785;R BORBA GATO,   331, BL K - LARANJEIRAS, APT 103 04747901  SAO PAULO SP ;36997;4;
Cliente Ficticio 786;R S MIGUEL DO OESTE,    96, CASA 2 81240260  CURITIBA PR ;33114;4;
Cliente Ficticio 787;R DAS ADALIAS,382 06407170  BARUERI SP ;9819;4;
Cliente Ficticio 788;R JOAO MARTINI NETTO,     4 18052723  SOROCABA SP ;23103;4;
Cliente Ficticio 789;AV ANTONIO F OZANAN,  5304 13215276  JUNDIAI SP ;19386;4;
Cliente Ficticio 790;R MARIA GRAZIELA,   888 11530070  CUBATAO SP ;25955;4;
Cliente Ficticio 791;R CAMARAJE,146,BL 1 AP 44 02416060  SAO PAULO SP ;26319;4;
Cliente Ficticio 792;R PEDRO RODRIGUES DA SILVA,    64 03735320  SAO PAULO SP ;17184;4;
Cliente Ficticio 793;AV JORGE GUILHERME SENGER,   577 18071050  SOROCABA SP ;19577;4;
Cliente Ficticio 794;R ELIPHAS MARIA CHINELLATO VILLELA,   192 13056224  CAMPINAS SP ;16780;4;
Cliente Ficticio 795;AV RAIMUNDO P DE MAGALHAES,  2219, BL SABIAS, APT 82 05145000  SAO PAULO SP ;18665;4;
Cliente Ficticio 796;R MARCELO COIMBRA TAVARES,   127 30855220  BELO HORIZONTE MG ;32887;4;
Cliente Ficticio 797;R LABATUT,   482 04214000  SAO PAULO SP ;18639;4;
Cliente Ficticio 798;R DOS DIAMANTES,   530 09550450  SAO CAETANO DO SUL SP ;13618;4;
Cliente Ficticio 799;R BERNARDINO DE CAMPOS,   820, ED PICTOR, APT 23 13330260  INDAIATUBA SP ;4545;4;
